variable,count,mean,std,min,25%,50%,75%,max,original
dummy1,1000.0,-0.00022304796927557265,0.011008167984250363,-0.0369846856417107,-0.0079424371514096,-0.000259664070621,0.0072612526336447245,0.0335332328241446,-0.001931318641477
dummy2,1000.0,-0.0006362256107105549,0.011172418061179005,-0.0378059440428144,-0.0083274670159636,-0.0004462300195513,0.006240411651945,0.0330558958823088,-0.0029361416441753
x1,1000.0,0.15182906226238868,3.178611394735659,-8.929565519856162,-1.9503044162874283,0.164840319401999,2.3185146950726656,28.204721262702527,28.204721262702527
x2,1000.0,0.22303142135510795,7.745261190901408,-22.868354928336963,-4.994141054360561,-0.0086156388875604,5.237336742581121,75.05034332620315,75.05034332620315
x3,1000.0,-0.06912615858601842,1.9170881595281473,-5.893775700468197,-1.274160268207673,-0.13024785563410474,1.1772701325435146,17.75464347498559,17.75464347498559
